학과명,대계열
한방보건제약학과,예체능
바이오한약학전공,예체능
한약자원학과,예체능
한약재료과,예체능
한약재료학과,예체능
한방자원학부,예체능
한약자원개발학과,예체능
한약자원산업학과,예체능
한약재개발학과,예체능
한약재산업학과,예체능
약용자원전공,예체능
한약재생산가공학과,예체능
약재산업학과,예체능
한방생약자원학과,예체능
한방보건복지학부(대학) 생약자원개발학과,예체능
한방자원학전공,예체능
한약자원학전공,예체능
한약재개발학전공,예체능
한약재약리학과,예체능
한약자원학과(생명산업),예체능
한약자원전공,예체능
한방재료가공학과,예체능
한방자원학과,예체능
농학 ・한약자원학부(한약자원전공),예체능
한약가공학전공,예체능
약재가공학전공,예체능
약재가공환경학부,예체능
한방자원개발학과,예체능
약재가공학과,예체능
한약발효학과,예체능
한방소재산업학과,예체능
한방재료공학과,예체능
식의약자원개발학과,예체능
약용건강식품전공,예체능
약용건강식품과,예체능
대체의학과,의약
대체의학전공,의약
한의예과,의약
한의학과,의약
한의학부,의약
한의학전공,의약
한의예과(자연계열),의약
한약학과,의약
한방건강관리학과,의약
대체건강관리학부,의약
한방건강학전공,의약
한방보건복지학부,의약
한방건강학과,의약
행동치료학과,의약
노인복지보건학과,의약
의료보건학과,의약
통합의료학과,의약
선명상치유학과,의약
한방의용공학과,의약
한방의료공학과,의약
한방보건복지학부(대학) 응급구조학과,의약
한방의공학과,의약
한방스포츠의학과,인문
한방스포츠의학전공,인문
의료정보행정학전공,공학
의료정보행정학과,공학
의무기록정보학과,의약
웰빙건강관리학전공,의약
웰빙복지대학 보건환경학과,의약
의무기록학전공,의약
웰빙문화계열,의약
웰니스융합학과,의약
노년학전공,공학
노인복지학과,공학
노인복지학전공,공학
실버복지학과,공학
실버산업복지학과,공학
실버케어전공,공학
실버산업복지학부,공학
노인보건학전공,공학
실버케어학과,공학
노인재활복지학과,공학
노인보건복지학과,공학
노인복지전공,공학
인문사회대학 노인복지학과,공학
실버케어복지과,공학
실버산업복지학전공,공학
노인복지학 전공,공학
실버복지학과(인문사회과학대학),공학
노인복지산업학전공,공학
실버요양산업학과,공학
노인복지·심리치료학과,공학
고령복지,공학
노인체육복지학과,공학
노인요양복지전공,공학
요양관리학전공,공학
실버산업연계전공학부,공학
고령사회복지전공,공학
실버사회복지전공,공학
실버보건학과(인문사회계열),공학
실버복지전공,공학
실버케어복지전공,공학
실버건강복지전공,공학
치매전문재활학과,공학
"휴먼재활학부(재활학트랙,수어통역교육전공)",공학
실버보건학과(자연과학계열),예체능
요양관리학과,의약
노인요양관리학과,의약
실버보건학과,의약
장애인체육학전공,인문
장애인체육학과,인문
장애인체육지도학과,인문
시니어웰니스학부,인문
복지아동학부,공학
아동청소년학부,공학
아동학과,공학
아동학전공,공학
청소년지도학과,공학
청소년지도학전공,공학
청소년학과,공학
청소년학전공,공학
청소년지도전공,공학
아동보육복지,공학
아동학부,공학
아동보육복지전공,공학
아동보육복지학과,공학
아동학부 아동학전공,공학
청소년상담복지학과,공학
아동학과(인문사회),공학
아동·보육전공,공학
아동가족상담학과,공학
아동복지융합학과,공학
아동청소년복지상담학과,공학
아동청소년상담학전공,공학
글로벌아동교육학과,공학
아동・청소년교육상담학과,공학
아동복지경영학과,공학
청소년문화・상담학과,공학
청소년교육과,사회
아동보육학연계전공,사회
유아ㆍ시니어스포츠전공,인문
경호무술청소년학전공,인문
상담학과,교육
심리상담ㆍ아동보육학부,교육
상담심리전공,교육
상담ㆍ산업심리학과,교육
아동상담학과,교육
상담학부,교육
상담심리학과,교육
상담심리학부,교육
상담심리학전공,교육
상담학전공,교육
아동상담심리,교육
아동심리보육학과,교육
상담문화영어학부,교육
상담산업심리학과,교육
심리상담학부,교육
상담심리언어전공,교육
예술상담학과,교육
아동복지상담심리학부(상담심리학전공),교육
심리상담학과,교육
기독교복지상담학과,교육
심리상담학,교육
미술심리상담학,교육
철학상담・심리학과,교육
심리철학상담학과,교육
아동보육상담학과,교육
상담코칭심리학과,교육
군상담심리학과,교육
포교사회학상담학전공,교육
사회학부 상담심리학전공,교육
재활상담심리학과,교육
군경코칭상담학과,교육
아동상담심리학과,교육
아동심리상담학과,교육
상담심리학부(상담심리학과),교육
사회복지상담학부(상담심리전공),교육
사회복지・상담심리학부 상담심리학과,교육
철학상담학과,교육
역사·철학상담학과,교육
사회적경제기업학과,공학
사회적경제학과,공학
가정복지·아동군,공학
가정복지학과,공학
가정복지학전공,공학
가정아동복지학부,공학
가족복지학과,공학
가족복지학전공,공학
가족학전공,공학
결혼·가족상담학과,공학
기독교복지학과,공학
기독교복지학부,공학
기독교아동복지학과,공학
도시사회복지학과,공학
복지보건학부,공학
복지지적학과,공학
복지토지정보학부,공학
사회·아동복지학부,공학
사회복지계열,공학
사회복지관광통상학부,공학
사회복지법정학과군,공학
사회복지심리학과군,공학
사회복지ㆍ가족소비자학과군,공학
사회복지ㆍ가족학부,공학
사회복지전공,공학
사회복지학과,공학
사회복지학부,공학
사회복지학전공,공학
사회복지행정학과,공학
사회복지행정학과군,공학
사회복지행정학부,공학
사회사업·정보사회학과군,공학
사회사업학과,공학
사회사업학전공,공학
산업복지학과,공학
산업복지학전공,공학
상담사회복지학부,공학
생활환경복지학과,공학
(인)사회복지학전공,공학
아동.사회복지.보건관리.가족소비자학과군,공학
아동·청소년상담학과,공학
아동가정복지학부,공학
아동가정복지학전공,공학
아동가족복지학과,공학
아동복지전공,공학
아동복지학과,공학
아동복지학과전공,공학
아동복지학부,공학
아동복지학전공,공학
아동사회복지가족소비과,공학
아동사회복지가족소비자학과군,공학
아동사회복지학과군,공학
아동생활복지학부,공학
여성학과,공학
인간복지학부,공학
종교사회복지학전공,공학
진로·직업상담학과,공학
청소년복지학과,공학
가정복지학부,공학
공공사회복지전공,공학
도시복지학부,공학
복지경영학전공,공학
복지행정학전공,공학
사회복지경영학부,공학
임상사회사업전공,공학
지역복지행정전공,공학
사회복지ㆍ관광학부,공학
청소년상담심리전공,공학
의료사회복지학과,공학
사회복지·교정학전공,공학
청소년복지학전공,공학
건강복지학과,공학
가정사회복지학부,공학
사회.사회복지학부,공학
청소년교육 ・ 상담학과,공학
가족(복지)전공,공학
사회복지학과군,공학
아동가정복지학과,공학
아동사회복지학부,공학
청소년문화·상담전공,공학
복지경영전공,공학
복지행정학부,공학
아동・청소년복지학과,공학
청소년복지상담학과,공학
복지행정전공,공학
사회학군 사회복지학과,공학
